tank_id	time	pH	temp	quantity_liters
87	2025-01-08 10:00:00	3.89	26.2	
99	2025-01-06 05:00:00	3.13	24.0	292
30	2025-01-01 22:00:00	3.25	27.71	895
78	2025-01-08 08:00:00	3.52	27.95	244
11	2025-01-10 17:00:00	3.48	23.23	757
26	2025-01-10 16:00:00	3.51	26.05	638
24	2025-01-02 09:00:00	3.87	23.64	497
52	2025-01-04 19:00:00	3.52	25.32	670
73	2025-01-02 22:00:00	3.35	27.81	703
61	2025-01-09 14:00:00	3.99	26.5	892
54	2025-01-11 06:00:00	3.35	27.76	958
15	2025-01-06 15:00:00	3.54	23.47	382
39	2025-01-01 03:00:00	3.43	27.27	571
57	2025-01-04 08:00:00	3.85	24.49	315
17	2025-01-01 10:00:00	3.18	26.8	517
41	2025-01-05 09:00:00	3.25	23.02	998
76	2025-01-03 05:00:00	3.05	27.24	851
59	2025-01-03 03:00:00	3.87	23.03	511
82	2025-01-08 03:00:00	3.86	24.27	633
89	2025-01-03 22:00:00	3.57	25.93	364
35	2025-01-10 01:00:00	3.87	24.62	
87	2025-01-11 17:00:00	3.97	27.72	431
30	2025-01-03 03:00:00	3.53	25.1	354
87	2025-01-08 09:00:00	3.49	27.52	
74	2025-01-08 05:00:00	3.8	25.57	608
89	2025-01-04 20:00:00	3.69	27.56	361
99	2025-01-01 11:00:00	3.32	26.68	
44	2025-01-03 11:00:00	3.37	26.15	727
10	2025-01-08 19:00:00	3.06	27.38	
13	2025-01-04 23:00:00	3.67	24.03	
19	2025-01-05 05:00:00	3.0	23.22	932
12	2025-01-01 03:00:00	3.77	22.66	824
69	2025-01-11 01:00:00	3.79	22.11	414
10	2025-01-09 22:00:00	3.18	24.15	818
75	2025-01-04 00:00:00	3.49	27.14	412
54	2025-01-06 06:00:00	3.5	25.34	288
90	2025-01-04 12:00:00	3.33	25.28	728
77	2025-01-02 11:00:00	3.64	27.85	242
63	2025-01-08 03:00:00	3.77	25.86	601
22	2025-01-04 04:00:00	3.01	22.54	
83	2025-01-04 10:00:00	3.69	24.14	739
21	2025-01-01 14:00:00	3.49	22.85	785
8	2025-01-05 05:00:00	3.08	26.99	824
8	2025-01-03 01:00:00	3.72	23.43	229
68	2025-01-04 06:00:00	3.12	27.9	253
93	2025-01-05 07:00:00	3.16	24.43	919
23	2025-01-06 13:00:00	3.5	25.31	935
37	2025-01-01 09:00:00	3.03	23.85	554
22	2025-01-11 08:00:00	3.7	22.1	811
51	2025-01-11 15:00:00	3.84	26.39	361
42	2025-01-10 06:00:00	3.3	23.84	896
98	2025-01-01 09:00:00	3.08	24.73	201
19	2025-01-01 03:00:00	3.69	23.35	442
58	2025-01-01 10:00:00	3.6	27.23	229
4	2025-01-05 04:00:00	3.87	25.5	386
17	2025-01-03 23:00:00	3.72	26.16	487
64	2025-01-11 17:00:00	3.01	27.05	
100	2025-01-08 23:00:00	3.67	26.69	899
25	2025-01-11 14:00:00	3.68	26.45	739
91	2025-01-06 09:00:00	3.17	22.56	416
29	2025-01-09 04:00:00	3.97	25.73	833
37	2025-01-02 04:00:00	3.06	25.11	688
6	2025-01-11 07:00:00	3.72	26.63	882
86	2025-01-04 03:00:00	3.45	23.42	613
58	2025-01-05 01:00:00	3.16	26.35	210
66	2025-01-11 06:00:00	3.28	27.75	206
30	2025-01-10 12:00:00	3.51	22.49	848
68	2025-01-11 04:00:00	3.28	27.56	222
25	2025-01-10 05:00:00	3.06	26.71	719
94	2025-01-11 09:00:00	3.06	23.75	416
2	2025-01-01 03:00:00	3.98	24.88	279
1	2025-01-01 00:00:00	3.97	22.37	235
99	2025-01-03 14:00:00	3.26	26.08	689
58	2025-01-11 03:00:00	3.36	23.43	620
55	2025-01-09 19:00:00	3.48	24.41	772
5	2025-01-03 05:00:00	3.99	25.03	488
55	2025-01-10 00:00:00	3.27	26.51	652
74	2025-01-09 13:00:00	3.28	23.74	440
44	2025-01-02 21:00:00	3.08	24.88	827
24	2025-01-10 17:00:00	3.67	25.02	428
81	2025-01-11 07:00:00	3.59	27.96	299
79	2025-01-09 05:00:00	3.43	25.62	933
60	2025-01-06 15:00:00	3.72	22.13	326
20	2025-01-07 01:00:00	3.34	22.71	296
63	2025-01-06 11:00:00	3.47	25.53	979
51	2025-01-06 04:00:00	3.92	25.21	504
55	2025-01-01 14:00:00	3.73	23.86	743
95	2025-01-08 21:00:00	3.32	24.46	491
20	2025-01-06 13:00:00	3.85	23.67	311
23	2025-01-04 10:00:00	3.06	25.56	307
60	2025-01-09 19:00:00	3.56	27.11	
60	2025-01-01 10:00:00	3.3	25.34	
95	2025-01-06 15:00:00	3.87	22.62	479
8	2025-01-06 18:00:00	3.27	27.98	362
10	2025-01-03 19:00:00	3.33	23.24	571
13	2025-01-07 20:00:00	3.45	25.03	690
99	2025-01-11 10:00:00	3.88	22.39	705
34	2025-01-11 02:00:00	3.96	23.41	575
3	2025-01-05 04:00:00	3.94	25.19	397
14	2025-01-06 21:00:00	3.85	25.19	597
22	2025-01-10 05:00:00	3.51	25.38	589
49	2025-01-09 13:00:00	3.02	22.87	946
74	2025-01-02 02:00:00	3.36	24.34	577
52	2025-01-11 17:00:00	3.29	22.18	547
35	2025-01-09 21:00:00	3.42	22.56	774
61	2025-01-02 09:00:00	3.77	23.54	355
87	2025-01-08 16:00:00	3.82	24.57	381
66	2025-01-04 06:00:00	3.86	22.54	269
1	2025-01-07 02:00:00	3.62	26.66	856
9	2025-01-04 00:00:00	3.33	24.78	
69	2025-01-05 22:00:00	3.53	22.17	733
12	2025-01-02 12:00:00	3.51	26.01	635
62	2025-01-11 00:00:00	3.29	25.71	856
25	2025-01-09 05:00:00	3.94	27.02	642
87	2025-01-04 15:00:00	3.12	22.94	389
32	2025-01-06 13:00:00	3.34	23.59	325
93	2025-01-02 09:00:00	3.67	25.58	773
90	2025-01-01 00:00:00	3.9	26.14	507
21	2025-01-04 21:00:00	3.8	26.79	
67	2025-01-08 20:00:00	3.36	27.21	508
63	2025-01-10 02:00:00	3.24	25.28	873
67	2025-01-02 10:00:00	3.61	26.3	732
75	2025-01-07 10:00:00	3.58	25.55	949
82	2025-01-02 22:00:00	3.11	27.1	310
50	2025-01-04 10:00:00	3.38	22.54	387
43	2025-01-09 16:00:00	3.76	24.48	269
35	2025-01-04 08:00:00	3.79	22.64	720
7	2025-01-07 09:00:00	3.38	25.86	862
82	2025-01-01 03:00:00	3.2	27.6	418
58	2025-01-01 11:00:00	3.29	23.77	283
38	2025-01-03 18:00:00	3.44	25.04	
41	2025-01-04 21:00:00	3.52	23.95	598
67	2025-01-08 05:00:00	3.03	26.68	211
40	2025-01-05 17:00:00	3.01	27.8	239
82	2025-01-02 22:00:00	3.47	24.98	649
67	2025-01-04 13:00:00	3.34	22.65	961
61	2025-01-04 17:00:00	3.03	27.24	301
22	2025-01-07 07:00:00	3.89	27.59	598
68	2025-01-02 05:00:00	3.59	27.89	214
95	2025-01-04 08:00:00	3.61	22.6	839
41	2025-01-03 17:00:00	3.83	23.17	204
83	2025-01-09 07:00:00	3.97	23.43	585
23	2025-01-05 10:00:00	3.33	22.68	977
69	2025-01-07 06:00:00	3.9	22.42	874
89	2025-01-08 14:00:00	3.56	25.02	429
97	2025-01-08 08:00:00	3.39	23.25	377
43	2025-01-09 02:00:00	3.32	25.32	464
1	2025-01-04 08:00:00	3.18	23.74	910
63	2025-01-03 20:00:00	3.38	25.91	873
42	2025-01-07 16:00:00	3.24	22.23	952
32	2025-01-03 15:00:00	3.17	24.1	469
47	2025-01-01 05:00:00	3.52	23.95	215
43	2025-01-05 11:00:00	3.76	27.4	673
30	2025-01-05 16:00:00	3.47	23.5	
68	2025-01-10 23:00:00	3.12	23.76	939
42	2025-01-04 16:00:00	3.32	27.8	466
76	2025-01-03 15:00:00	3.22	22.43	
95	2025-01-06 14:00:00	3.14	22.84	
10	2025-01-01 00:00:00	3.83	22.2	256
77	2025-01-10 07:00:00	3.46	24.83	675
94	2025-01-09 22:00:00	3.18	22.05	406
68	2025-01-07 15:00:00	3.33	23.03	858
8	2025-01-02 18:00:00	3.71	22.96	278
11	2025-01-01 01:00:00	3.89	27.97	515
44	2025-01-02 13:00:00	3.47	25.0	345
42	2025-01-03 08:00:00	3.57	26.73	397
55	2025-01-11 20:00:00	3.64	24.74	912
84	2025-01-02 09:00:00	3.59	23.58	
91	2025-01-10 16:00:00	3.99	23.81	925
14	2025-01-06 08:00:00	3.37	27.34	782
61	2025-01-03 20:00:00	3.64	25.4	599
96	2025-01-04 06:00:00	3.89	22.78	360
41	2025-01-06 04:00:00	3.27	27.18	
37	2025-01-08 10:00:00	3.24	23.19	364
20	2025-01-11 06:00:00	3.48	27.79	283
45	2025-01-02 13:00:00	3.13	26.19	702
29	2025-01-09 01:00:00	3.06	26.25	436
35	2025-01-10 02:00:00	3.03	22.97	618
52	2025-01-01 16:00:00	3.37	26.56	663
34	2025-01-09 23:00:00	3.42	27.38	957
53	2025-01-03 02:00:00	3.23	22.65	923
53	2025-01-04 23:00:00	3.53	24.28	296
11	2025-01-10 08:00:00	3.65	25.42	544
100	2025-01-04 00:00:00	3.25	25.97	596
2	2025-01-01 12:00:00	3.02	23.08	
65	2025-01-06 21:00:00	3.67	26.02	509
5	2025-01-07 09:00:00	3.5	23.45	631
33	2025-01-11 00:00:00	3.04	23.74	262
4	2025-01-07 08:00:00	3.34	22.7	659
19	2025-01-08 21:00:00	3.28	23.65	593
45	2025-01-04 16:00:00	3.14	25.27	754
25	2025-01-07 11:00:00	3.49	27.06	258
80	2025-01-11 03:00:00	3.02	26.59	613
54	2025-01-04 22:00:00	3.7	23.28	794
58	2025-01-09 14:00:00	3.11	23.59	622
83	2025-01-02 19:00:00	3.81	26.59	944
96	2025-01-09 18:00:00	3.72	27.61	516
9	2025-01-04 16:00:00	3.67	27.01	713
73	2025-01-09 23:00:00	3.16	27.75	668
16	2025-01-11 04:00:00	3.01	27.49	233
91	2025-01-03 17:00:00	3.83	26.94	937
89	2025-01-11 15:00:00	3.02	24.59	512
1	2025-01-03 03:00:00	3.42	22.38	733
31	2025-01-07 05:00:00	3.63	25.24	
47	2025-01-11 16:00:00	3.49	23.47	717
77	2025-01-02 22:00:00	3.62	25.85	805
73	2025-01-06 08:00:00	3.91	27.73	257
32	2025-01-07 16:00:00	3.23	26.16	458
68	2025-01-02 16:00:00	3.75	23.82	683
87	2025-01-02 22:00:00	3.05	27.61	753
1	2025-01-02 12:00:00	3.08	24.92	923
70	2025-01-05 00:00:00	3.94	24.91	553
64	2025-01-08 14:00:00	3.06	22.85	
70	2025-01-07 22:00:00	3.24	22.85	654
77	2025-01-04 00:00:00	3.57	24.53	336
53	2025-01-04 10:00:00	3.36	24.98	964
82	2025-01-06 02:00:00	3.1	23.76	294
83	2025-01-07 22:00:00	3.42	23.54	
70	2025-01-01 01:00:00	3.08	23.56	946
29	2025-01-08 08:00:00	3.54	24.21	510
93	2025-01-08 17:00:00	3.2	22.05	620
15	2025-01-01 02:00:00	3.49	23.02	335
12	2025-01-08 00:00:00	3.6	23.09	845
78	2025-01-07 09:00:00	3.26	26.84	407
65	2025-01-07 18:00:00	3.51	23.0	548
4	2025-01-08 10:00:00	3.45	25.83	729
91	2025-01-02 21:00:00	3.22	27.66	201
91	2025-01-01 19:00:00	3.7	27.64	712
1	2025-01-01 03:00:00	3.88	22.89	
93	2025-01-03 08:00:00	3.48	24.05	851
94	2025-01-04 18:00:00	3.54	23.39	455
39	2025-01-09 11:00:00	3.41	26.87	716
6	2025-01-06 20:00:00	3.61	23.45	
72	2025-01-06 18:00:00	3.53	23.83	414
81	2025-01-10 00:00:00	3.44	25.95	975
94	2025-01-05 11:00:00	3.82	22.48	366
52	2025-01-02 03:00:00	3.49	26.35	888
14	2025-01-08 12:00:00	3.09	27.61	749
92	2025-01-05 17:00:00	3.47	23.95	551
79	2025-01-08 18:00:00	3.73	23.05	
29	2025-01-02 21:00:00	3.45	23.11	909
100	2025-01-04 18:00:00	3.1	24.84	
9	2025-01-09 19:00:00	3.19	24.81	317
93	2025-01-08 09:00:00	3.64	27.71	450
21	2025-01-09 14:00:00	3.01	23.08	700
3	2025-01-10 01:00:00	3.37	24.58	814
31	2025-01-03 22:00:00	3.36	24.48	816
85	2025-01-03 11:00:00	3.53	27.68	622
99	2025-01-01 14:00:00	3.54	23.47	434
16	2025-01-06 09:00:00	3.94	24.67	789
21	2025-01-04 01:00:00	3.3	22.94	615
2	2025-01-09 10:00:00	3.38	26.92	879
33	2025-01-02 11:00:00	3.85	23.24	567
44	2025-01-10 04:00:00	3.03	22.93	733
95	2025-01-03 10:00:00	3.34	26.61	569
100	2025-01-06 17:00:00	3.91	26.26	748
85	2025-01-06 02:00:00	3.89	24.7	221
41	2025-01-10 06:00:00	3.54	24.3	872
64	2025-01-05 19:00:00	3.48	24.26	908
93	2025-01-04 04:00:00	3.4	24.95	326
88	2025-01-06 00:00:00	3.74	23.06	726
75	2025-01-10 15:00:00	3.58	25.47	431
6	2025-01-01 01:00:00	3.78	23.08	416
48	2025-01-02 21:00:00	3.37	24.62	814
40	2025-01-03 07:00:00	3.97	25.42	427
68	2025-01-11 09:00:00	3.39	24.63	878
15	2025-01-04 06:00:00	3.5	23.56	237
100	2025-01-02 07:00:00	3.33	27.47	693
9	2025-01-04 22:00:00	3.22	23.58	
60	2025-01-11 16:00:00	3.86	23.07	211
7	2025-01-10 23:00:00	3.96	26.44	926
12	2025-01-06 03:00:00	3.49	27.84	389
66	2025-01-07 04:00:00	3.17	22.79	897
17	2025-01-05 02:00:00	3.51	24.77	213
79	2025-01-10 07:00:00	3.79	23.63	877
17	2025-01-03 07:00:00	3.43	24.23	795
98	2025-01-04 00:00:00	3.01	24.58	205
37	2025-01-04 14:00:00	3.29	26.31	676
26	2025-01-08 11:00:00	3.61	25.43	899
97	2025-01-08 16:00:00	3.79	26.56	322
74	2025-01-04 07:00:00	3.26	26.06	960
68	2025-01-01 05:00:00	3.04	23.48	749
71	2025-01-01 22:00:00	3.72	22.96	382
69	2025-01-10 10:00:00	3.47	27.75	318
89	2025-01-11 12:00:00	3.34	25.38	
44	2025-01-06 16:00:00	3.6	22.18	699
77	2025-01-09 07:00:00	3.37	24.67	723
75	2025-01-11 10:00:00	3.36	25.45	638
8	2025-01-01 02:00:00	3.26	24.86	582
85	2025-01-02 08:00:00	3.35	22.49	
85	2025-01-03 23:00:00	3.35	27.5	829
59	2025-01-10 00:00:00	3.15	27.78	623
62	2025-01-03 16:00:00	3.09	26.41	795
64	2025-01-10 03:00:00	3.02	27.06	568
34	2025-01-03 03:00:00	3.4	25.79	686
54	2025-01-04 00:00:00	3.75	26.54	389
94	2025-01-04 14:00:00	3.55	25.5	398
28	2025-01-07 11:00:00	3.14	23.6	447
67	2025-01-08 13:00:00	3.24	26.14	240
39	2025-01-09 20:00:00	3.65	23.12	547
28	2025-01-08 06:00:00	3.39	24.93	459
94	2025-01-08 09:00:00	3.4	25.13	503
34	2025-01-04 23:00:00	3.08	23.74	296
28	2025-01-02 08:00:00	3.27	22.56	337
32	2025-01-10 10:00:00	3.04	22.66	857
58	2025-01-11 21:00:00	3.08	25.33	308
40	2025-01-05 11:00:00	3.75	24.2	822
41	2025-01-08 13:00:00	3.94	22.56	997
51	2025-01-04 16:00:00	3.22	23.38	850
69	2025-01-10 14:00:00	3.48	24.77	337
58	2025-01-05 04:00:00	3.77	27.96	479
79	2025-01-08 14:00:00	3.1	27.13	810
48	2025-01-09 20:00:00	3.96	22.18	876
5	2025-01-02 20:00:00	3.59	27.36	891
25	2025-01-03 07:00:00	3.82	24.3	472
55	2025-01-06 22:00:00	3.47	23.48	473
43	2025-01-03 09:00:00	3.81	27.14	738
29	2025-01-03 11:00:00	3.07	22.9	652
36	2025-01-04 14:00:00	3.67	23.28	514
75	2025-01-10 13:00:00	3.23	25.53	476
97	2025-01-10 09:00:00	3.54	24.17	
56	2025-01-02 15:00:00	3.23	25.23	770
83	2025-01-08 19:00:00	3.27	22.71	560
6	2025-01-11 18:00:00	3.15	23.1	966
33	2025-01-11 16:00:00	3.88	23.32	279
57	2025-01-11 22:00:00	3.38	24.18	949
72	2025-01-04 10:00:00	3.29	25.39	744
66	2025-01-08 10:00:00	3.38	23.94	533
16	2025-01-02 02:00:00	3.06	25.6	348
40	2025-01-07 16:00:00	3.04	24.92	337
85	2025-01-07 10:00:00	3.4	27.76	231
4	2025-01-10 07:00:00	3.11	24.26	
84	2025-01-05 22:00:00	3.34	22.48	755
47	2025-01-06 05:00:00	3.95	25.17	401
50	2025-01-02 03:00:00	3.68	25.41	843
21	2025-01-04 23:00:00	3.46	27.2	249
93	2025-01-08 05:00:00	3.24	25.34	982
38	2025-01-06 03:00:00	3.14	25.7	
19	2025-01-06 02:00:00	3.24	24.98	298
24	2025-01-01 13:00:00	3.71	25.45	400
55	2025-01-03 19:00:00	3.14	22.56	797
96	2025-01-10 16:00:00	3.91	26.54	470
55	2025-01-02 18:00:00	3.1	26.55	754
27	2025-01-05 00:00:00	3.29	26.34	223
17	2025-01-09 15:00:00	3.76	22.33	
67	2025-01-08 03:00:00	3.39	23.64	921
72	2025-01-01 17:00:00	3.07	25.3	513
81	2025-01-02 12:00:00	3.81	23.92	552
3	2025-01-11 04:00:00	3.73	25.43	792
3	2025-01-04 21:00:00	3.4	23.86	637
17	2025-01-07 20:00:00	3.81	23.25	276
100	2025-01-11 14:00:00	3.62	25.03	668
12	2025-01-11 23:00:00	3.99	27.69	288
43	2025-01-05 22:00:00	3.78	23.07	
84	2025-01-09 00:00:00	3.35	25.28	769
3	2025-01-09 07:00:00	3.97	22.86	928
93	2025-01-10 09:00:00	3.43	22.07	546
6	2025-01-07 05:00:00	3.09	26.04	933
89	2025-01-10 06:00:00	3.56	22.18	701
67	2025-01-07 11:00:00	3.77	22.6	292
98	2025-01-05 16:00:00	3.07	27.26	725
46	2025-01-08 17:00:00	3.1	26.25	580
48	2025-01-06 12:00:00	3.79	25.88	278
19	2025-01-07 21:00:00	3.45	23.07	704
21	2025-01-11 03:00:00	3.92	26.96	389
86	2025-01-06 15:00:00	3.08	24.54	734
99	2025-01-05 09:00:00	3.76	24.18	768
22	2025-01-04 10:00:00	3.51	26.79	711
87	2025-01-09 20:00:00	3.02	22.41	292
80	2025-01-07 02:00:00	3.34	25.57	831
93	2025-01-01 17:00:00	3.16	23.42	759
31	2025-01-04 21:00:00	3.17	23.87	928
6	2025-01-01 03:00:00	3.32	22.56	937
1	2025-01-08 14:00:00	3.84	22.64	848
96	2025-01-08 05:00:00	3.36	25.25	656
63	2025-01-08 15:00:00	3.66	26.36	476
19	2025-01-10 23:00:00	3.33	24.1	451
38	2025-01-05 20:00:00	3.34	22.73	469
48	2025-01-10 23:00:00	3.28	22.5	594
77	2025-01-07 17:00:00	3.22	25.51	218
33	2025-01-09 18:00:00	3.91	27.46	709
60	2025-01-01 03:00:00	3.45	24.8	377
46	2025-01-05 15:00:00	3.88	26.7	965
45	2025-01-02 20:00:00	3.31	27.54	448
93	2025-01-11 04:00:00	3.94	22.48	526
39	2025-01-11 11:00:00	3.65	24.69	626
44	2025-01-04 22:00:00	3.38	22.82	874
23	2025-01-11 18:00:00	3.39	26.23	394
5	2025-01-10 00:00:00	3.2	26.89	984
68	2025-01-01 15:00:00	3.7	27.23	440
42	2025-01-03 09:00:00	3.07	23.04	898
91	2025-01-04 06:00:00	3.83	25.1	573
43	2025-01-02 15:00:00	3.6	23.03	971
53	2025-01-10 04:00:00	3.01	23.92	991
11	2025-01-09 13:00:00	3.6	27.83	787
89	2025-01-07 11:00:00	3.57	27.28	305
11	2025-01-10 04:00:00	3.94	27.76	201
19	2025-01-02 02:00:00	3.77	23.09	591
58	2025-01-11 20:00:00	3.84	26.08	709
77	2025-01-05 21:00:00	3.47	22.84	982
33	2025-01-06 05:00:00	3.78	26.47	362
76	2025-01-08 02:00:00	4.0	24.31	719
60	2025-01-02 03:00:00	3.68	24.94	344
73	2025-01-04 17:00:00	3.31	27.08	576
74	2025-01-09 09:00:00	3.02	22.46	320
96	2025-01-06 02:00:00	3.1	25.97	380
13	2025-01-02 05:00:00	3.12	23.14	438
27	2025-01-06 02:00:00	3.55	26.25	624
1	2025-01-06 22:00:00	3.03	27.5	493
42	2025-01-02 21:00:00	3.83	24.37	230
18	2025-01-06 04:00:00	3.37	27.99	823
67	2025-01-02 15:00:00	3.44	26.69	448
39	2025-01-07 13:00:00	3.46	24.43	460
23	2025-01-01 14:00:00	3.15	24.89	488
54	2025-01-04 19:00:00	3.64	22.73	
76	2025-01-04 00:00:00	3.21	23.05	502
22	2025-01-08 10:00:00	3.57	24.63	865
34	2025-01-10 23:00:00	3.9	23.1	488
20	2025-01-09 02:00:00	3.42	26.14	682
83	2025-01-05 14:00:00	3.74	27.43	795
93	2025-01-05 13:00:00	3.47	25.16	515
19	2025-01-02 03:00:00	3.26	27.32	714
88	2025-01-03 03:00:00	3.7	25.78	681
66	2025-01-03 19:00:00	3.28	27.6	679
8	2025-01-10 11:00:00	3.29	24.28	335
47	2025-01-03 02:00:00	3.75	24.22	435
67	2025-01-05 11:00:00	3.0	24.94	
7	2025-01-07 13:00:00	3.92	26.99	420
73	2025-01-05 16:00:00	3.44	23.7	851
97	2025-01-06 04:00:00	3.79	25.58	317
48	2025-01-11 17:00:00	3.46	23.15	493
15	2025-01-07 00:00:00	3.41	27.98	301
57	2025-01-09 23:00:00	3.27	26.78	654
49	2025-01-04 22:00:00	3.11	26.93	936
100	2025-01-09 18:00:00	3.14	24.97	675
31	2025-01-02 02:00:00	3.91	24.85	877
8	2025-01-02 22:00:00	3.76	23.11	330
64	2025-01-01 21:00:00	3.61	24.01	263
94	2025-01-08 18:00:00	3.86	22.4	265
91	2025-01-06 23:00:00	3.59	24.18	670
34	2025-01-02 05:00:00	3.74	27.68	600
18	2025-01-05 03:00:00	3.71	27.01	515
42	2025-01-03 22:00:00	3.71	27.65	236
83	2025-01-09 23:00:00	3.29	22.31	
50	2025-01-05 03:00:00	3.63	23.56	233
37	2025-01-07 02:00:00	3.0	26.81	883
72	2025-01-03 12:00:00	3.54	26.86	599
7	2025-01-01 23:00:00	3.8	24.54	
23	2025-01-03 14:00:00	3.26	26.94	592
62	2025-01-11 03:00:00	3.36	26.37	565
80	2025-01-03 22:00:00	3.94	23.66	635
35	2025-01-01 18:00:00	3.8	27.35	497
22	2025-01-03 19:00:00	3.44	26.64	265
34	2025-01-07 16:00:00	3.83	25.42	581
23	2025-01-10 23:00:00	3.58	24.61	432
38	2025-01-05 05:00:00	3.85	22.74	726
36	2025-01-01 23:00:00	3.37	24.77	887
49	2025-01-10 03:00:00	3.57	24.79	845
6	2025-01-11 06:00:00	3.95	25.96	722
81	2025-01-06 04:00:00	3.31	24.44	564
56	2025-01-10 07:00:00	3.38	22.27	827
94	2025-01-11 03:00:00	3.02	24.85	774
43	2025-01-08 06:00:00	3.83	22.55	324
52	2025-01-08 18:00:00	3.78	24.82	774
13	2025-01-09 23:00:00	3.49	24.01	710
91	2025-01-07 11:00:00	3.03	22.91	969
78	2025-01-03 15:00:00	3.15	22.06	703
52	2025-01-05 03:00:00	3.73	27.29	925
85	2025-01-11 13:00:00	3.39	22.25	545
24	2025-01-04 00:00:00	3.94	24.37	895
24	2025-01-09 23:00:00	3.64	22.37	224
35	2025-01-08 18:00:00	3.78	26.8	572
78	2025-01-08 14:00:00	3.64	23.9	662
49	2025-01-07 09:00:00	3.01	23.88	200
39	2025-01-09 09:00:00	3.53	22.25	217
52	2025-01-09 06:00:00	3.96	25.16	968
35	2025-01-06 08:00:00	3.12	25.83	246
58	2025-01-07 12:00:00	3.79	23.41	822
50	2025-01-05 10:00:00	3.2	22.76	681
13	2025-01-06 05:00:00	3.43	22.01	445
25	2025-01-05 14:00:00	3.7	22.1	302
60	2025-01-02 10:00:00	3.37	25.26	835
30	2025-01-02 21:00:00	3.23	27.26	382
68	2025-01-01 19:00:00	3.43	23.52	646
97	2025-01-06 01:00:00	3.3	24.42	349
25	2025-01-02 10:00:00	3.2	27.44	
49	2025-01-11 00:00:00	3.72	25.13	721
58	2025-01-02 00:00:00	3.89	26.35	
90	2025-01-11 11:00:00	3.44	26.25	818
31	2025-01-04 01:00:00	3.46	24.95	321
55	2025-01-08 12:00:00	3.75	22.54	384
92	2025-01-04 10:00:00	3.31	27.99	224
64	2025-01-08 10:00:00	3.23	26.15	753
53	2025-01-02 10:00:00	3.33	27.89	802
64	2025-01-07 03:00:00	3.4	24.98	718
7	2025-01-07 23:00:00	3.59	24.25	703
32	2025-01-06 15:00:00	3.79	27.77	652
39	2025-01-01 02:00:00	3.2	22.01	230
28	2025-01-01 20:00:00	3.14	24.32	
62	2025-01-03 20:00:00	3.61	23.9	828
40	2025-01-08 16:00:00	3.78	24.89	562
84	2025-01-05 05:00:00	3.03	24.33	803
70	2025-01-01 23:00:00	3.55	26.58	839
87	2025-01-10 20:00:00	3.65	25.73	
98	2025-01-02 02:00:00	3.75	25.77	
78	2025-01-05 05:00:00	3.86	23.86	561
80	2025-01-08 20:00:00	3.07	22.74	582
83	2025-01-05 22:00:00	3.04	22.82	212
67	2025-01-02 16:00:00	3.67	26.78	365
14	2025-01-04 04:00:00	3.77	22.38	956
73	2025-01-11 04:00:00	3.69	27.13	570
84	2025-01-11 02:00:00	3.21	27.52	980
35	2025-01-07 07:00:00	3.41	22.75	428
12	2025-01-11 17:00:00	3.03	23.67	529
61	2025-01-05 19:00:00	3.27	22.13	
79	2025-01-08 08:00:00	3.13	24.21	725
43	2025-01-06 20:00:00	3.56	25.92	549
54	2025-01-02 07:00:00	3.15	27.4	910
57	2025-01-01 23:00:00	3.89	22.41	244
16	2025-01-06 13:00:00	3.6	22.15	791
89	2025-01-06 18:00:00	3.06	23.56	758
98	2025-01-03 17:00:00	3.62	25.9	500
79	2025-01-01 17:00:00	3.85	25.13	648
66	2025-01-07 21:00:00	3.4	22.72	499
22	2025-01-11 06:00:00	3.5	24.01	719
61	2025-01-08 16:00:00	3.62	22.38	464
68	2025-01-08 12:00:00	3.68	27.04	295
81	2025-01-02 12:00:00	3.61	27.56	389
51	2025-01-09 12:00:00	3.85	24.93	869
83	2025-01-11 06:00:00	3.26	23.01	660
21	2025-01-10 23:00:00	3.79	26.25	519
83	2025-01-11 10:00:00	3.33	23.67	519
19	2025-01-01 14:00:00	3.48	26.46	929
36	2025-01-11 22:00:00	3.37	26.95	464
63	2025-01-11 05:00:00	3.64	26.28	971
56	2025-01-10 21:00:00	3.02	27.02	
85	2025-01-11 06:00:00	3.11	23.39	816
54	2025-01-03 19:00:00	3.58	27.45	759
60	2025-01-04 04:00:00	3.64	27.47	552
78	2025-01-09 11:00:00	3.36	26.98	216
1	2025-01-07 04:00:00	3.51	24.05	822
95	2025-01-03 13:00:00	3.74	25.44	896
40	2025-01-11 07:00:00	3.44	25.92	852
96	2025-01-02 16:00:00	3.31	23.38	255
44	2025-01-05 01:00:00	3.68	27.1	667
32	2025-01-03 05:00:00	3.66	25.81	
16	2025-01-11 10:00:00	3.8	27.49	352
70	2025-01-02 00:00:00	3.82	24.73	922
8	2025-01-02 03:00:00	3.51	25.07	253
24	2025-01-06 02:00:00	3.97	24.51	654
86	2025-01-06 13:00:00	3.15	26.44	
26	2025-01-08 11:00:00	3.13	24.85	656
16	2025-01-10 00:00:00	3.78	26.02	956
55	2025-01-09 06:00:00	3.76	23.19	663
22	2025-01-08 17:00:00	3.65	26.16	865
25	2025-01-08 10:00:00	3.36	24.01	303
24	2025-01-03 03:00:00	3.29	27.53	828
51	2025-01-11 16:00:00	3.75	24.27	853
95	2025-01-08 06:00:00	3.59	23.31	930
13	2025-01-07 11:00:00	3.02	24.01	889
85	2025-01-11 16:00:00	3.58	25.11	563
